change_v1,change_v2,change_w0,change_w1,change_time,query_v1,query_v2,query_time
26639,216803,97.000000,9.765000,6.005819,1525449.000000,690248.000000,0.000079
257346,464512,98.000000,765.138000,6.284215,1385214.000000,303418.000000,0.000067
10524,248939,99.000000,12.240000,1.125817,1432950.000000,1503367.000000,0.000187
274422,826387,97.000000,770.887000,2.080786,213181.000000,1632542.000000,0.000088
340653,775915,100.000000,32.182000,2.449940,749432.000000,1394680.000000,0.000330
492399,856303,100.000000,506.865000,0.001761,925864.000000,768478.000000,0.000024
746905,919854,100.000000,47.863000,0.868839,1494643.000000,31592.000000,0.000087
11156,457812,97.000000,882.652000,1.385974,430125.000000,754378.000000,0.000038
6737,305765,99.000000,21.495000,1.487931,74373.000000,1194669.000000,0.000025
62028,637571,96.000000,739.489000,0.334042,1491.000000,28771.000000,0.000012
541790,542305,96.000000,11.203000,1.171404,767043.000000,995001.000000,0.000071
157935,229010,92.000000,303.422000,0.265752,1620506.000000,1383401.000000,0.000140
559386,747777,100.000000,43.122000,0.525140,1299345.000000,252290.000000,0.000103
25587,32405,98.000000,489.929000,4.274637,245929.000000,1412931.000000,0.000169
24766,631143,85.000000,14.821000,1.639214,244915.000000,746189.000000,0.000151
78217,733183,87.000000,849.415000,0.196861,1538890.000000,316910.000000,0.000041
63181,268132,99.000000,18.010000,41.553949,1286619.000000,513865.000000,0.000196
1244599,1244600,80.000000,783.796000,0.003584,771989.000000,234608.000000,0.000036
354064,363862,100.000000,19.393000,5.600960,577609.000000,737041.000000,0.000291
227799,347323,100.000000,804.876000,0.764337,1036397.000000,1355369.000000,0.000115
5624,335540,100.000000,30.293000,6.495466,1557562.000000,784587.000000,0.000139
8989,465291,100.000000,234.080000,2.392921,1041614.000000,429729.000000,0.000233
907099,927892,99.000000,13.878000,30.551254,404106.000000,304939.000000,0.000059
5606,140673,99.000000,454.441000,0.460038,1244581.000000,564688.000000,0.000054
281617,328658,93.000000,23.556000,1.487883,442584.000000,412864.000000,0.000221
337797,1163237,98.000000,880.193000,2.090806,310632.000000,452438.000000,0.000140
5587,33050,98.000000,37.628000,23.667481,1287734.000000,131105.000000,0.000136
446425,816910,88.000000,443.774000,22.450868,590557.000000,657408.000000,0.000522
133394,149208,97.000000,40.406000,6.669428,1458985.000000,1241921.000000,0.000323
371166,501386,97.000000,601.288000,1.203508,819907.000000,698742.000000,0.000041
35111,87867,97.000000,21.578000,7.986441,189499.000000,1265460.000000,0.000189
7582,185427,99.000000,207.449000,0.001770,846047.000000,844690.000000,0.000065
732,125582,97.000000,39.389000,2.913950,5357.000000,1388934.000000,0.000020
1331842,1636382,94.000000,464.959000,3.257975,1238202.000000,1626681.000000,0.000149
210255,901407,96.000000,47.459000,0.508567,1190024.000000,1246220.000000,0.000145
726477,1447304,100.000000,859.268000,1.660662,254370.000000,328986.000000,0.000095
61238,218703,95.000000,9.836000,11.830695,842914.000000,1227218.000000,0.000535
137007,232457,98.000000,472.008000,0.008626,735869.000000,653112.000000,0.000122
235726,456186,85.000000,34.703000,21.896031,765057.000000,828671.000000,0.000110
8026,183628,100.000000,856.847000,0.000745,580016.000000,877411.000000,0.000130
443847,444635,97.000000,28.322000,0.800619,181956.000000,404128.000000,0.000350
888248,889613,100.000000,200.406000,0.556147,883507.000000,1458202.000000,0.000162
344501,744997,100.000000,44.308000,0.557198,404370.000000,276162.000000,0.000194
632065,1047914,99.000000,569.686000,0.454650,159217.000000,613954.000000,0.000079
38796,671798,96.000000,21.507000,0.468282,251264.000000,252886.000000,0.000049
10697,597685,100.000000,901.147000,0.822454,1430457.000000,143181.000000,0.000108
522365,522390,97.000000,28.834000,0.281983,700063.000000,623520.000000,0.000104
207900,896249,99.000000,486.426000,0.526359,1591424.000000,1541427.000000,0.000213
274686,474705,99.000000,44.351000,2.157225,270572.000000,1070402.000000,0.000180
750947,1103259,100.000000,311.795000,0.002490,1544624.000000,1241257.000000,0.000121
8511,42526,99.000000,35.255000,2.339003,1441496.000000,208392.000000,0.000126
169134,426111,98.000000,665.622000,1.759430,1069306.000000,589131.000000,0.000037
8298,531161,99.000000,25.465000,1.176999,980984.000000,1148374.000000,0.000376
156241,232732,93.000000,686.170000,3.971107,1476304.000000,1345267.000000,0.000074
878837,1125264,98.000000,15.162000,2.063306,1537747.000000,863474.000000,0.000724
22055,202437,99.000000,694.179000,10.298386,887042.000000,1022173.000000,0.000147
120824,219104,99.000000,26.313000,34.771997,1373425.000000,130172.000000,0.000608
1179435,1541912,100.000000,645.646000,1.597679,1629117.000000,1157840.000000,0.000117
576956,577024,100.000000,44.724000,21.527414,749485.000000,185013.000000,0.000231
203984,921366,99.000000,857.433000,0.466459,839723.000000,298779.000000,0.000072
164377,222887,97.000000,29.952000,11.897591,1666776.000000,595398.000000,0.000403
312714,500562,100.000000,660.403000,0.798204,342093.000000,1641212.000000,0.000151
8025,183109,99.000000,32.894000,3.516984,571852.000000,1230521.000000,0.000441
917246,1046408,100.000000,204.113000,0.420587,1512501.000000,693144.000000,0.000066
8497,247457,99.000000,41.988000,6.051946,208934.000000,1609073.000000,0.000097
7758,10487,98.000000,918.402000,1.314452,1005222.000000,372970.000000,0.000114
42046,221991,98.000000,17.216000,11.044611,1413308.000000,256810.000000,0.000096
10524,248920,99.000000,668.847000,0.003090,967952.000000,1313741.000000,0.000125
779104,985233,96.000000,14.853000,16.134895,1232635.000000,991997.000000,0.000204
268343,743427,100.000000,871.231000,0.894626,1552566.000000,1151049.000000,0.000227
275330,963203,99.000000,39.660000,0.704576,1514492.000000,788909.000000,0.000142
527948,848776,100.000000,730.001000,0.127057,589029.000000,717512.000000,0.000149
257323,377065,99.000000,29.202000,1.596347,1285060.000000,581587.000000,0.000215
