change_v1,change_v2,change_w0,change_w1,change_time,query_v1,query_v2,query_time
17893,32069,100.000000,47.972000,0.111426,43714.000000,10667.000000,0.000021
31575,32988,100.000000,696.190000,0.064186,28347.000000,42361.000000,0.000105
3345,7172,100.000000,40.172000,0.066593,60842.000000,26974.000000,0.000045
33306,36578,100.000000,779.820000,0.093332,3579.000000,54540.000000,0.000021
43245,51901,100.000000,24.577000,0.420985,38099.000000,14763.000000,0.000044
50271,50726,100.000000,954.503000,0.105633,14574.000000,47411.000000,0.000041
51110,51882,100.000000,48.389000,0.149113,342.000000,59827.000000,0.000008
42867,51318,100.000000,694.201000,0.066365,52306.000000,60.000000,0.000001
9552,31715,100.000000,29.812000,0.536508,36639.000000,59504.000000,0.000118
34546,35584,100.000000,939.929000,0.126795,28649.000000,54476.000000,0.000061
9167,23460,100.000000,13.741000,0.673638,15983.000000,62179.000000,0.000084
9661,12613,100.000000,769.409000,0.109017,40343.000000,20027.000000,0.000047
29212,32201,100.000000,18.259000,0.508054,5001.000000,16627.000000,0.000014
5118,5470,100.000000,458.556000,0.096301,33020.000000,16818.000000,0.000027
45410,52133,100.000000,21.990000,0.214792,45189.000000,2849.000000,0.000015
61904,62416,100.000000,734.949000,0.147499,26783.000000,58824.000000,0.000033
1863,9803,100.000000,47.717000,0.227749,10500.000000,24661.000000,0.000048
14821,51339,100.000000,820.006000,0.102190,46803.000000,7124.000000,0.000021
38556,38836,100.000000,37.640000,0.113562,11721.000000,11047.000000,0.000007
1145,4323,100.000000,833.401000,0.309667,25589.000000,40686.000000,0.000034
21979,54231,100.000000,10.516000,0.427687,21327.000000,52885.000000,0.000042
58397,59600,100.000000,696.469000,0.113243,21365.000000,12015.000000,0.000029
35539,48827,100.000000,25.391000,0.609862,22043.000000,16295.000000,0.000062
19740,27193,95.000000,290.291000,0.149449,56952.000000,41118.000000,0.000063
4318,42969,100.000000,16.066000,0.287160,49039.000000,13850.000000,0.000042
33592,34582,100.000000,832.744000,0.115663,58479.000000,29216.000000,0.000077
38936,61008,100.000000,13.165000,0.351842,27496.000000,18547.000000,0.000102
29022,37498,100.000000,221.721000,0.158020,8498.000000,56443.000000,0.000019
8351,31738,100.000000,26.849000,0.364843,42564.000000,4586.000000,0.000057
9384,16315,100.000000,390.053000,0.155790,28284.000000,60371.000000,0.000023
42047,44852,100.000000,29.391000,0.188194,39173.000000,55985.000000,0.000143
13980,33325,100.000000,588.541000,0.096982,34602.000000,47168.000000,0.000028
13718,56392,100.000000,22.331000,0.222651,20245.000000,39014.000000,0.000119
16500,25676,100.000000,257.249000,0.075960,33494.000000,31933.000000,0.000060
617,6604,100.000000,37.439000,0.013459,54154.000000,9782.000000,0.000035
37097,46598,95.000000,384.237000,0.207731,30668.000000,14809.000000,0.000041
19598,20001,100.000000,16.543000,0.650724,33101.000000,38228.000000,0.000142
33080,33081,100.000000,365.205000,0.048068,28265.000000,54824.000000,0.000106
5525,12535,100.000000,28.840000,0.108373,56305.000000,16698.000000,0.000052
33321,33663,100.000000,479.039000,0.121519,34599.000000,24173.000000,0.000047
16901,21059,100.000000,17.700000,0.550909,61913.000000,2141.000000,0.000010
26552,31251,100.000000,661.281000,0.132623,57534.000000,24039.000000,0.000042
9320,56376,100.000000,40.417000,0.415394,31990.000000,36743.000000,0.000128
27549,55180,100.000000,261.558000,0.133664,17429.000000,37487.000000,0.000026
34514,37331,100.000000,20.342000,0.207420,60152.000000,14523.000000,0.000079
401,17418,100.000000,479.546000,0.136148,53032.000000,13782.000000,0.000037
4797,29648,100.000000,28.512000,0.401854,43513.000000,17963.000000,0.000066
17468,21315,100.000000,310.879000,0.104616,5906.000000,2583.000000,0.000009
5424,52711,100.000000,24.711000,0.504248,59215.000000,40842.000000,0.000116
57328,58321,100.000000,233.623000,0.068282,14671.000000,10174.000000,0.000021
47599,59300,100.000000,35.499000,0.185609,47917.000000,54176.000000,0.000044
5600,28825,100.000000,719.789000,0.096748,21021.000000,16522.000000,0.000045
47237,48483,100.000000,10.299000,0.149820,33465.000000,32839.000000,0.000068
10012,11199,100.000000,328.398000,0.060256,61468.000000,30941.000000,0.000100
13452,44466,100.000000,34.565000,0.196418,20020.000000,15145.000000,0.000035
21067,31042,100.000000,873.696000,0.136556,4983.000000,28267.000000,0.000017
43287,51956,100.000000,44.573000,0.252716,38292.000000,19998.000000,0.000039
1870,19740,100.000000,413.974000,0.221800,12220.000000,53854.000000,0.000054
4418,59966,100.000000,49.539000,0.473887,36732.000000,11083.000000,0.000089
29839,31359,100.000000,922.460000,0.166613,2078.000000,8447.000000,0.000019
10499,33687,100.000000,24.019000,0.406233,30336.000000,60800.000000,0.000142
41806,48925,100.000000,846.447000,0.106576,872.000000,24081.000000,0.000006
14776,34867,100.000000,46.424000,0.394958,5427.000000,16382.000000,0.000031
56952,58545,100.000000,281.576000,0.102485,20392.000000,20513.000000,0.000031
28731,31136,96.000000,23.309000,0.313894,23294.000000,38222.000000,0.000036
24722,24869,100.000000,558.217000,0.062647,38340.000000,62272.000000,0.000119
28940,32663,100.000000,40.454000,0.105045,10416.000000,35913.000000,0.000025
51384,59467,100.000000,762.499000,0.295321,9452.000000,50876.000000,0.000066
37907,40940,100.000000,39.550000,0.225563,13842.000000,12701.000000,0.000020
4100,6450,100.000000,277.053000,0.123649,24418.000000,21195.000000,0.000095
7538,60161,100.000000,29.409000,0.253108,51751.000000,18988.000000,0.000030
33011,36256,100.000000,431.265000,0.127419,35802.000000,29216.000000,0.000081
6163,62288,100.000000,45.767000,0.193524,4649.000000,33526.000000,0.000030
30365,34988,100.000000,879.986000,0.076488,11807.000000,2112.000000,0.000018
892,45058,100.000000,12.866000,0.368213,54537.000000,9649.000000,0.000017
