change_v1,change_v2,change_w0,change_w1,change_time,query_v1,query_v2,query_time
1067,1113,93.000000,635.815000,0.017484,20366.000000,9582.000000,0.000010
12658,12663,25.000000,2.681000,0.002904,20114.000000,3301.000000,0.000003
4357,4364,62.000000,492.848000,0.009984,6023.000000,17290.000000,0.000010
631,3916,97.000000,20.857000,0.021588,192.000000,9795.000000,0.000003
608,617,87.000000,244.534000,0.031015,14885.000000,8409.000000,0.000011
6081,9986,98.000000,17.480000,0.030427,21199.000000,17298.000000,0.000002
5225,17866,86.000000,173.104000,0.001520,22614.000000,15735.000000,0.000027
18168,18179,78.000000,29.854000,0.012781,8707.000000,14741.000000,0.000013
1366,2517,87.000000,551.839000,0.013889,4101.000000,7389.000000,0.000021
3111,9284,87.000000,28.742000,0.021264,13184.000000,9315.000000,0.000017
11406,18768,85.000000,219.482000,0.012068,5690.000000,13662.000000,0.000047
1517,15809,95.000000,33.747000,0.013050,17290.000000,4445.000000,0.000013
20039,20045,10.000000,64.250000,0.000048,19565.000000,22819.000000,0.000004
546,15112,87.000000,37.013000,0.001664,22406.000000,13378.000000,0.000014
2114,2522,87.000000,782.372000,0.009733,4475.000000,3275.000000,0.000010
6070,10519,80.000000,24.879000,0.036761,4803.000000,20713.000000,0.000029
20030,20046,19.000000,38.265000,0.000104,7863.000000,21915.000000,0.000026
2873,7663,96.000000,41.224000,0.018484,3457.000000,11688.000000,0.000016
15839,20227,70.000000,622.212000,0.006871,7746.000000,21681.000000,0.000026
14133,16344,75.000000,15.456000,0.007825,5333.000000,14151.000000,0.000017
4641,6933,87.000000,510.626000,0.024305,4190.000000,11746.000000,0.000013
6784,9458,94.000000,22.736000,0.017792,1084.000000,508.000000,0.000002
2165,5949,91.000000,475.679000,0.006242,3292.000000,2792.000000,0.000014
83,10144,93.000000,15.412000,0.010063,4506.000000,7349.000000,0.000017
1039,9433,96.000000,734.763000,0.005000,4004.000000,22364.000000,0.000002
1332,9811,88.000000,29.709000,0.034456,21892.000000,706.000000,0.000002
4955,4958,94.000000,335.965000,0.004057,829.000000,4103.000000,0.000005
2070,9631,79.000000,17.430000,0.017840,4955.000000,3857.000000,0.000018
3742,3749,50.000000,490.255000,0.008575,2354.000000,20921.000000,0.000002
3633,5718,94.000000,15.793000,0.021540,22060.000000,5865.000000,0.000004
2114,5998,78.000000,474.095000,0.005310,18015.000000,13221.000000,0.000016
625,636,66.000000,12.539000,0.005225,10090.000000,1554.000000,0.000007
1153,1167,22.000000,95.475000,0.000066,10542.000000,4625.000000,0.000005
9004,12598,83.000000,39.520000,0.043321,9803.000000,10434.000000,0.000018
422,1073,93.000000,824.957000,0.006151,11046.000000,12466.000000,0.000015
2373,3733,82.000000,34.358000,0.019865,22298.000000,2740.000000,0.000002
372,648,96.000000,381.330000,0.018342,3905.000000,2394.000000,0.000006
3063,10376,90.000000,36.711000,0.010073,1285.000000,10260.000000,0.000005
5600,6183,85.000000,178.640000,0.009151,3342.000000,1168.000000,0.000004
10678,11218,90.000000,42.792000,0.011480,22836.000000,16411.000000,0.000002
