change_v1,change_v2,change_w0,change_w1,change_time,query_v1,query_v2,query_time,neo4j_update_time,neo4j_project_time,neo4j_query_time,neo4j_drop_time
1424,1442,95.0,909.177,0.00701,19912.0,14259.0,1.4e-05,0.0053117470815777,0.0102490531280636,0.0428092200309038,0.0085450201295316
4122,4123,33.0,8.06,0.003737,7698.0,22469.0,2e-06,0.0055490019731223,0.0092921196483075,0.041449770797044,0.0091553470119833
2243,18844,77.0,199.122,0.012218,15339.0,17732.0,1.7e-05,0.0105666290037333,0.0152275380678474,0.0426950510591268,0.0086030540987849
9842,19206,91.0,22.885,0.011275,19088.0,9625.0,1e-05,0.0051225717179477,0.0085177938453853,0.0618577310815453,0.0102637251839041
18287,21325,62.0,304.644,0.000198,21713.0,4437.0,1.5e-05,0.0053244107402861,0.0090702581219375,0.0406448142603039,0.0083636720664799
12841,12842,66.0,18.25,0.005029,18442.0,15617.0,1.4e-05,0.0050326171331107,0.0081583531573414,0.0383804873563349,0.0086012599058449
14658,14665,41.0,327.436,0.002502,19290.0,9108.0,2e-05,0.0054356330074369,0.0080630122683942,0.0323948818258941,0.0090166209265589
579,8374,90.0,38.167,0.073176,1739.0,16709.0,1.5e-05,0.0052095116116106,0.0095713669434189,0.0380129539407789,0.0093432948924601
2188,2204,19.0,146.65,0.000167,16684.0,11656.0,1e-05,0.0056230081245303,0.0078509901650249,0.0349464719183743,0.008134750649333
7713,7720,50.0,22.051,0.008466,11324.0,18782.0,1e-05,0.0047259568236768,0.0075541739352047,0.0335804899223148,0.0083059100434184
8284,8297,63.0,141.892,0.00532,19997.0,9157.0,1e-06,0.0055326297879219,0.007921100128442,0.0380450477823615,0.007888379972428
11953,11960,18.0,8.618,0.004676,18574.0,21746.0,2e-06,0.005369902588427,0.0087554287165403,0.0421480629593133,0.0081664486788213
267,289,92.0,688.696,0.019182,17079.0,7437.0,3e-06,0.0038657551631331,0.0074747088365256,0.0436724810861051,0.0080816191621124
7376,16158,85.0,21.692,0.013211,3788.0,12418.0,1.1e-05,0.0047144638374447,0.0070975921116769,0.0479856771416962,0.008296238258481
2160,9011,82.0,488.246,0.003138,11138.0,18955.0,2.7e-05,0.0047258329577744,0.0079690627753734,0.0400065430440008,0.0094714607112109
3401,3427,75.0,21.229,0.012436,11842.0,17866.0,6e-06,0.0097696976736187,0.0078036412596702,0.0425747786648571,0.008564269170165
3880,16708,96.0,803.649,0.004786,15910.0,20866.0,1.2e-05,0.0052776280790567,0.0086225578561425,0.0405341442674398,0.008001253940165
6149,16803,92.0,16.025,0.026964,5695.0,10738.0,3.6e-05,0.0051725120283663,0.0089564588852226,0.043203046079725,0.0082618738524615
4446,7795,92.0,625.472,0.035816,19658.0,12024.0,1.2e-05,0.0047298958525061,0.0076268641278147,0.0768159460276365,0.0085080228745937
16623,18066,81.0,38.188,0.011045,6983.0,5549.0,1.3e-05,0.0050612338818609,0.0080575128085911,0.0410194899886846,0.0080565079115331
2742,7096,93.0,623.945,0.037121,15682.0,5822.0,3e-06,0.0045372289605438,0.0070316260680556,0.0402972321026027,0.0072205560281872
829,6134,92.0,43.781,0.00702,22858.0,2587.0,2e-06,0.0038658892735838,0.0064146178774535,0.043868797365576,0.0072211800143122
1030,4425,93.0,578.145,0.010843,18746.0,19827.0,1.5e-05,0.0036876858212053,0.0070542469620704,0.0422865897417068,0.0072831306606531
8521,13511,94.0,10.176,0.01152,13369.0,2544.0,1.3e-05,0.0036293677985668,0.0067856898531317,0.0416487422771751,0.0070985690690577
16430,21877,67.0,261.019,0.027769,3343.0,10075.0,1.5e-05,0.003356251399964,0.006108820438385,0.0371569683775305,0.0071548819541931
10081,11623,50.0,13.5,0.054067,14717.0,16877.0,2.8e-05,0.0034418799914419,0.0061815022490918,0.0416850373148918,0.0071863150224089
512,1319,97.0,961.012,0.032217,5485.0,776.0,5e-06,0.003433836158365,0.0064217811450362,0.0387145350687205,0.007010614965111
14031,19480,73.0,18.109,0.019674,12486.0,14316.0,2.3e-05,0.0039131878875195,0.0061708227731287,0.0394455059431493,0.0071104345843195
5846,5858,93.0,516.072,0.012298,10518.0,18081.0,1.8e-05,0.0033635180443525,0.0061355731450021,0.0361676621250808,0.007682807277888
3269,3270,55.0,18.274,0.031488,3861.0,1208.0,4e-06,0.0039579551666975,0.0068930112756788,0.0405635638162493,0.0079641155898571
57,2870,97.0,794.326,0.00274,3028.0,3559.0,3e-06,0.0044815740548074,0.0066889990121126,0.038955652154982,0.0074610230512917
1440,13796,85.0,37.801,0.012495,14924.0,11968.0,1.4e-05,0.0040065827779471,0.0066060340031981,0.0436803279444575,0.0071696410886943
4315,15681,62.0,524.493,0.010682,14875.0,3613.0,1.4e-05,0.00342463189736,0.0065683159045875,0.0343791451305151,0.0073938840068876
20073,20702,66.0,21.87,0.018521,2543.0,13608.0,1.5e-05,0.0037675010971724,0.0064542721956968,0.036292091012001,0.0072103552520275
3129,6892,85.0,299.735,0.013096,17406.0,15705.0,1e-05,0.0035285088233649,0.0064427526667714,0.0372257619164884,0.0072090332396328
4187,17949,73.0,34.678,0.010828,2818.0,20728.0,9e-06,0.0037793572992086,0.0067113931290805,0.0418153363279998,0.0080419387668371
1067,1113,93.0,635.815,0.017484,20366.0,9582.0,1e-05,0.0048521216958761,0.008098870050162,0.0409432603046298,0.0075541641563177
12658,12663,25.0,2.681,0.002904,20114.0,3301.0,3e-06,0.0047178911045193,0.0069869640283286,0.0371108371764421,0.0079907379113137
4357,4364,62.0,492.848,0.009984,6023.0,17290.0,1e-05,0.0044189980253577,0.0072151240892708,0.0412351670674979,0.0085435537621378
631,3916,97.0,20.857,0.021588,192.0,9795.0,3e-06,0.0052668950520455,0.0094661857001483,0.0460307640023529,0.0078969090245664
608,617,87.0,244.534,0.031015,14885.0,8409.0,1.1e-05,0.0046829436905682,0.0074244961142539,0.037286939099431,0.0160502730868756
6081,9986,98.0,17.48,0.030427,21199.0,17298.0,2e-06,0.0053233141079545,0.0077179749496281,0.0390693498775363,0.0075584738515317
5225,17866,86.0,173.104,0.00152,22614.0,15735.0,2.7e-05,0.0041840011253952,0.0074592838063836,0.0391681808978319,0.0078720659948885
18168,18179,78.0,29.854,0.012781,8707.0,14741.0,1.3e-05,0.0046634739264845,0.0073189022950828,0.0422055190429091,0.0077150897122919
1366,2517,87.0,551.839,0.013889,4101.0,7389.0,2.1e-05,0.0043891677632927,0.0071355900727212,0.0340888779610395,0.0075436681509017
3111,9284,87.0,28.742,0.021264,13184.0,9315.0,1.7e-05,0.0045178178697824,0.0072206249460577,0.0342813152819871,0.0073746661655604
11406,18768,85.0,219.482,0.012068,5690.0,13662.0,4.7e-05,0.0044584316201508,0.0068454798310995,0.0339304422959685,0.0072751152329146
1517,15809,95.0,33.747,0.01305,17290.0,4445.0,1.3e-05,0.0049272179603576,0.0066912500187754,0.0400686915963888,0.0073090232908725
20039,20045,10.0,64.25,4.8e-05,19565.0,22819.0,4e-06,0.0042717577889561,0.0068273851647973,0.0346074970439076,0.0073527549393475
546,15112,87.0,37.013,0.001664,22406.0,13378.0,1.4e-05,0.0043511730618774,0.0067108268849551,0.0393139128573238,0.0075879772193729
2114,2522,87.0,782.372,0.009733,4475.0,3275.0,1e-05,0.0041731661185622,0.0068102846853435,0.0360579290427267,0.0072545842267572
6070,10519,80.0,24.879,0.036761,4803.0,20713.0,2.9e-05,0.0050711687654256,0.0073547642678022,0.038175362162292,0.0073231500573456
20030,20046,19.0,38.265,0.000104,7863.0,21915.0,2.6e-05,0.0041558602824807,0.0073355641216039,0.0383620960637927,0.0071073500439524
2873,7663,96.0,41.224,0.018484,3457.0,11688.0,1.6e-05,0.0043213884346187,0.0072155129164457,0.0342783662490546,0.0074697062373161
15839,20227,70.0,622.212,0.006871,7746.0,21681.0,2.6e-05,0.0040795202367007,0.0068234419450163,0.0345221650786697,0.0073642502538859
14133,16344,75.0,15.456,0.007825,5333.0,14151.0,1.7e-05,0.0043521570041775,0.0068475170992314,0.038314389064908,0.0074008298106491
4641,6933,87.0,510.626,0.024305,4190.0,11746.0,1.3e-05,0.0043900460004806,0.0064595541916787,0.044771519023925,0.007350486703217
6784,9458,94.0,22.736,0.017792,1084.0,508.0,2e-06,0.0044298185966908,0.0064927991479635,0.03832379123196,0.0081883850507438
2165,5949,91.0,475.679,0.006242,3292.0,2792.0,1.4e-05,0.0080748600885272,0.0071734711527824,0.0350154456682503,0.0071115992031991
83,10144,93.0,15.412,0.010063,4506.0,7349.0,1.7e-05,0.00432700663805,0.0063054859638214,0.0396096422336995,0.0073212031275033
1039,9433,96.0,734.763,0.005,4004.0,22364.0,2e-06,0.004259584005922,0.0086009241640567,0.0423576482571661,0.007502824999392
1332,9811,88.0,29.709,0.034456,21892.0,706.0,2e-06,0.0146794570609927,0.0092356638051569,0.0398922590538859,0.0078642033040523
4955,4958,94.0,335.965,0.004057,829.0,4103.0,5e-06,0.0053944420069456,0.0064916512928903,0.0398448347114026,0.0071769962087273
2070,9631,79.0,17.43,0.01784,4955.0,3857.0,1.8e-05,0.0044227442704141,0.0063025490380823,0.0366765419021248,0.007111036684364
3742,3749,50.0,490.255,0.008575,2354.0,20921.0,2e-06,0.0040447143837809,0.0063778720796108,0.0384202101267874,0.0071210688911378
3633,5718,94.0,15.793,0.02154,22060.0,5865.0,4e-06,0.0044101439416408,0.0068239248357713,0.0357895973138511,0.007140418048948
2114,5998,78.0,474.095,0.00531,18015.0,13221.0,1.6e-05,0.004392905626446,0.0068330946378409,0.0345049439929425,0.0070566609501838
625,636,66.0,12.539,0.005225,10090.0,1554.0,7e-06,0.0043579116463661,0.0065706861205399,0.0369513211771845,0.0072475182823836
1153,1167,22.0,95.475,6.6e-05,10542.0,4625.0,5e-06,0.0040494566783308,0.0066100908443331,0.0358184343203902,0.0070235850289464
9004,12598,83.0,39.52,0.043321,9803.0,10434.0,1.8e-05,0.004323077853769,0.006358612794429,0.0358545519411563,0.007076168898493
422,1073,93.0,824.957,0.006151,11046.0,12466.0,1.5e-05,0.0039838021621108,0.0062951599247753,0.0351949147880077,0.0070101520977914
2373,3733,82.0,34.358,0.019865,22298.0,2740.0,2e-06,0.0047099548391997,0.0076228287070989,0.0368231618776917,0.0074767279438674
372,648,96.0,381.33,0.018342,3905.0,2394.0,6e-06,0.0049273730255663,0.0061559011228382,0.0399856092408299,0.0074880602769553
3063,10376,90.0,36.711,0.010073,1285.0,10260.0,5e-06,0.0045752702280879,0.0068098870106041,0.0385189256630837,0.0072343293577432
5600,6183,85.0,178.64,0.009151,3342.0,1168.0,4e-06,0.0039887181483209,0.006864636670798,0.0380674246698617,0.007178695872426
10678,11218,90.0,42.792,0.01148,22836.0,16411.0,2e-06,0.004152397159487,0.0068430928513407,0.0382222337648272,0.007095122244209
