change_v1,change_v2,change_w0,change_w1,change_time,query_v1,query_v2,query_time,neo4j_update_time,neo4j_project_time,neo4j_query_time,neo4j_drop_time
42047,44852,100.0,29.391,0.188194,39173.0,55985.0,0.000143,0.0071045961230993,0.0074634100310504,0.0502220829948782,0.0083246729336678
13980,33325,100.0,588.541,0.096982,34602.0,47168.0,2.8e-05,0.0075828642584383,0.0075394450686872,0.0488613140769302,0.0085278041660785
13718,56392,100.0,22.331,0.222651,20245.0,39014.0,0.000119,0.0068425647914409,0.0069671999663114,0.0490036979317665,0.0085436189547181
16500,25676,100.0,257.249,0.07596,33494.0,31933.0,6e-05,0.0075809117406606,0.0070046591572463,0.0507687050849199,0.0079394611530005
617,6604,100.0,37.439,0.013459,54154.0,9782.0,3.5e-05,0.006979517173022,0.0093815606087446,0.0501343691721558,0.0079393410123884
37097,46598,95.0,384.237,0.207731,30668.0,14809.0,4.1e-05,0.0075365141965448,0.0076565518975257,0.0498037980869412,0.0081496839411556
19598,20001,100.0,16.543,0.650724,33101.0,38228.0,0.000142,0.0071345190517604,0.0075157210230827,0.0537594468332827,0.0086191408336162
33080,33081,100.0,365.205,0.048068,28265.0,54824.0,0.000106,0.0075354292057454,0.0074975579045712,0.0531949619762599,0.0085620926693081
5525,12535,100.0,28.84,0.108373,56305.0,16698.0,5.2e-05,0.0073156869038939,0.009076080750674,0.0609261780045926,0.0085821957327425
33321,33663,100.0,479.039,0.121519,34599.0,24173.0,4.7e-05,0.0079603856429457,0.0086658601649105,0.0509099434129893,0.0117282969877123
16901,21059,100.0,17.7,0.550909,61913.0,2141.0,1e-05,0.007493145763874,0.0069509311579167,0.0513726691715419,0.0078077409416437
26552,31251,100.0,661.281,0.132623,57534.0,24039.0,4.2e-05,0.0069914809428155,0.0068254992365837,0.0488167721778154,0.0080222096294164
9320,56376,100.0,40.417,0.415394,31990.0,36743.0,0.000128,0.007020688150078,0.0067766229622066,0.0494119422510266,0.0079610329121351
27549,55180,100.0,261.558,0.133664,17429.0,37487.0,2.6e-05,0.0074114548042416,0.0079369167797267,0.0507311662659049,0.0082039549015462
34514,37331,100.0,20.342,0.20742,60152.0,14523.0,7.9e-05,0.0073687848635017,0.0078431260772049,0.0490691713057458,0.0076835099607706
401,17418,100.0,479.546,0.136148,53032.0,13782.0,3.7e-05,0.0073444377630949,0.007964638993144,0.0511531988158822,0.0084974821656942
4797,29648,100.0,28.512,0.401854,43513.0,17963.0,6.6e-05,0.0072031882591545,0.0068176318891346,0.0505853570066392,0.0075231599621474
17468,21315,100.0,310.879,0.104616,5906.0,2583.0,9e-06,0.0079218288883566,0.0070174382999539,0.0504548959434032,0.0083323852159082
5424,52711,100.0,24.711,0.504248,59215.0,40842.0,0.000116,0.006982454098761,0.0087074977345764,0.0529933837242424,0.008845442906022
57328,58321,100.0,233.623,0.068282,14671.0,10174.0,2.1e-05,0.0068933730944991,0.0077710980549454,0.0499730133451521,0.008093848824501
47599,59300,100.0,35.499,0.185609,47917.0,54176.0,4.4e-05,0.0070880632847547,0.00764019228518,0.0470628938637673,0.008051052223891
5600,28825,100.0,719.789,0.096748,21021.0,16522.0,4.5e-05,0.0072719799354672,0.007458817679435,0.0502852997742593,0.0077430489473044
47237,48483,100.0,10.299,0.14982,33465.0,32839.0,6.8e-05,0.0069393278099596,0.0077095902524888,0.0495394649915397,0.0079418877139687
10012,11199,100.0,328.398,0.060256,61468.0,30941.0,0.0001,0.0077936593443155,0.0072515034116804,0.047555707860738,0.0079950476065278
13452,44466,100.0,34.565,0.196418,20020.0,15145.0,3.5e-05,0.0069638947024941,0.0072812465950846,0.0501163541339337,0.0083660096861422
21067,31042,100.0,873.696,0.136556,4983.0,28267.0,1.7e-05,0.0072122351266443,0.0072274361737072,0.0475103165954351,0.0080791297368705
43287,51956,100.0,44.573,0.252716,38292.0,19998.0,3.9e-05,0.0067715300247073,0.0069980570115149,0.0501756998710334,0.0078866709955036
1870,19740,100.0,413.974,0.2218,12220.0,53854.0,5.4e-05,0.0071385209448635,0.0076152747496962,0.0515899290330708,0.0076495069079101
4418,59966,100.0,49.539,0.473887,36732.0,11083.0,8.9e-05,0.0070527759380638,0.0072241611778736,0.0496234619058668,0.0081792189739644
29839,31359,100.0,922.46,0.166613,2078.0,8447.0,1.9e-05,0.0071738818660378,0.0101448227651417,0.0514823519624769,0.007689706981182
10499,33687,100.0,24.019,0.406233,30336.0,60800.0,0.000142,0.0070917997509241,0.0073568429797887,0.0500699980184435,0.0078499261289834
41806,48925,100.0,846.447,0.106576,872.0,24081.0,6e-06,0.007356331218034,0.0069514107890427,0.0504166651517152,0.0076149557717144
14776,34867,100.0,46.424,0.394958,5427.0,16382.0,3.1e-05,0.0065581230446696,0.0070718061178922,0.0511622591875493,0.0080725690349936
56952,58545,100.0,281.576,0.102485,20392.0,20513.0,3.1e-05,0.0070257820188999,0.0067672529257833,0.0485179438255727,0.0076211369596421
28731,31136,96.0,23.309,0.313894,23294.0,38222.0,3.6e-05,0.00644136313349,0.0517803700640797,0.0492412620224058,0.0077868257649242
24722,24869,100.0,558.217,0.062647,38340.0,62272.0,0.000119,0.0070401150733232,0.0065722917206585,0.0469809700734913,0.0077484417706727
28940,32663,100.0,40.454,0.105045,10416.0,35913.0,2.5e-05,0.0113176489248871,0.0070822089910507,0.0463914279825985,0.0075105740688741
51384,59467,100.0,762.499,0.295321,9452.0,50876.0,6.6e-05,0.0073718852363526,0.0078283781185746,0.0469121020287275,0.0074415332637727
37907,40940,100.0,39.55,0.225563,13842.0,12701.0,2e-05,0.0063440366648137,0.0070170830003917,0.047949771862477,0.0075431759469211
4100,6450,100.0,277.053,0.123649,24418.0,21195.0,9.5e-05,0.0070574348792433,0.0069135632365942,0.0470551420003175,0.0075387717224657
7538,60161,100.0,29.409,0.253108,51751.0,18988.0,3e-05,0.0069294180721044,0.0075220181606709,0.0509953401051461,0.0077658495865762
33011,36256,100.0,431.265,0.127419,35802.0,29216.0,8.1e-05,0.0073216869495809,0.0069333421997725,0.0482185631990432,0.0075997631065547
6163,62288,100.0,45.767,0.193524,4649.0,33526.0,3e-05,0.0069101667031645,0.0067455922253429,0.0485669872723519,0.0074285329319536
30365,34988,100.0,879.986,0.076488,11807.0,2112.0,1.8e-05,0.0075748860836029,0.0076696402393281,0.0490743936970829,0.0074523072689771
892,45058,100.0,12.866,0.368213,54537.0,9649.0,1.7e-05,0.0065826028585433,0.0072545958682894,0.0480039380490779,0.0077758901752531
