change_v1,change_v2,change_w0,change_w1,query_v1,query_v2,query_time,neo4j_update_time,neo4j_project_time,neo4j_query_time,neo4j_drop_time
1595,5088,32,9.683,3211,10082,1.2e-05,0.0049396101385355,0.0084384428337216,0.0419594920240342,0.0088644600473344
2865,8981,80,631.454,10281,11494,0.0,0.0049855438992381,0.0075784712098538,0.045498832128942,0.008337375242263
8437,8443,72,35.985,20219,6062,4e-06,0.0052850348874926,0.0076101599261164,0.0506460759788751,0.0100641408935189
19542,19548,72,285.067,13771,19515,8e-06,0.0052963811904191,0.0087009561248123,0.0434567029587924,0.0083724637515842
1854,10369,11,4.562,2678,923,7e-06,0.0056898109614849,0.0084051759913563,0.0417858879081904,0.0087930932641029
3014,4718,79,268.354,18747,17813,1.7e-05,0.0049268216826021,0.0086777773685753,0.0407743910327553,0.0085111819207668
2321,2322,31,9.631,11007,11427,5e-06,0.0051556969992816,0.0085346358828246,0.0429173926822841,0.0083927861414849
2668,6450,40,300.018,21645,12551,5e-06,0.0046634068712592,0.0075247618369758,0.0422688941471278,0.0085540027357637
18342,18344,56,11.881,15340,1427,3e-06,0.0049228039570152,0.0079477028921246,0.0393153489567339,0.0080817709676921
5545,11880,41,355.617,16852,22521,2e-06,0.004911791998893,0.007992330007255,0.0400045267306268,0.0079947337508201
1217,1225,4,0.869,13497,20210,3e-06,0.0051812729798257,0.0074581340886652,0.037754819728434,0.0080533409491181
20541,21900,94,831.2,6006,19028,2e-06,0.0046184132806956,0.0075109968893229,0.0430356878787279,0.0081508192233741
5500,11399,5,2.175,16051,9560,7e-06,0.0047759381122887,0.0073858927935361,0.0410109497606754,0.0081691397354006
1160,12406,26,239.138,4863,512,3e-06,0.0044135251082479,0.0072633139789104,0.0482452102005481,0.0083251837641
7948,13589,79,31.573,13795,10081,5e-06,0.0050276047550141,0.0068335370160639,0.0462995949201285,0.007956616114825
15037,16298,1,5.682,12500,3701,3e-06,0.0043511730618774,0.0074987481348216,0.0416276729665696,0.0079507231712341
9191,21053,17,7.195,16340,17410,4e-06,0.0045940210111439,0.0067291599698364,0.0403179354034364,0.0083358460105955
1563,4559,87,436.67,22869,5566,6e-06,0.0046350569464266,0.008231007028371,0.0440490753389894,0.008144540246576
2928,14753,81,32.122,4196,12408,3e-06,0.0053579490631818,0.0079300142824649,0.0439456389285624,0.0089322971180081
446,2728,100,781.678,1933,21227,2e-06,0.0056506521068513,0.0086305122822523,0.0469808098860085,0.0096134501509368
11351,19972,67,16.145,7205,12188,2e-06,0.0063989209011197,0.0092462971806526,0.0417532748542726,0.0086989859119057
13122,15426,15,131.342,15527,10218,7e-06,0.0049097528681159,0.00768334697932,0.0441610757261514,0.0088447402231395
661,8178,23,8.224,9919,3629,5e-06,0.0064395959489047,0.0097858170047402,0.0477927117608487,0.0086938645690679
4123,19170,7,58.791,21570,15037,9e-06,0.0046828570775687,0.0070488988421857,0.0418278439901769,0.0086040580645203
15157,15158,24,8.267,22540,22481,2e-06,0.0051807081326842,0.0081727728247642,0.0453148409724235,0.0086592133156955
4631,8963,49,188.092,13919,15558,8e-06,0.0045818239450454,0.0079306880943477,0.0399879217147827,0.0090505578555166
3585,6427,81,37.363,19970,5946,7e-06,0.004711371846497,0.0070950342342257,0.0407495736144483,0.0077176201157271
2827,2890,82,292.528,15049,9569,6e-06,0.0044711111113429,0.0075507941655814,0.0383926448412239,0.0079525900073349
17832,17837,34,15.556,14164,3619,5e-06,0.0042607919313013,0.0067049553617835,0.0395664661191403,0.0079221948981285
14418,14420,33,195.705,5641,22745,3e-06,0.004571643192321,0.007224969100207,0.0424097278155386,0.0166584406979382
5646,11778,55,8.252,11058,2590,6e-06,0.0053991391323506,0.0078037702478468,0.0400421870872378,0.007238782942295
8073,8083,27,219.066,16947,5682,3e-06,0.0042619598098099,0.0065468219108879,0.0384654160588979,0.0075741847977042
1557,10208,21,3.049,1189,12319,6e-06,0.0045913490466773,0.0067497822456061,0.0423176167532801,0.0076318122446537
10447,11317,45,404.726,14292,13888,1e-06,0.0040548429824411,0.0065836710855364,0.0392611292190849,0.0074718832038342
661,9377,57,26.297,7856,21649,4e-06,0.0046906792558729,0.0064674508757889,0.0410742931999266,0.0075849401764571
11035,17509,60,444.737,8066,13966,1e-06,0.0040763891302049,0.0067577860318124,0.0397016513161361,0.0073186298832297
13786,13792,56,8.764,7154,4041,3e-06,0.0044874642044305,0.0065873269923031,0.038957848213613,0.0074326461181044
769,825,38,331.335,22481,19307,2e-06,0.0041304156184196,0.0067314193584024,0.0371936177834868,0.0077169919386506
389,2426,61,23.93,861,9882,5e-06,0.004470869898796,0.0068789580836892,0.0407910770736634,0.0075300699099898
564,8309,9,50.432,15342,4842,4e-06,0.0047434517182409,0.0068284552544355,0.0391082949936389,0.0078398380428552
7043,7059,47,22.283,11822,10021,7e-06,0.0043901880271732,0.0071283662691712,0.0433789249509573,0.0078091798350214
18350,20677,5,28.792,18128,8426,1.2e-05,0.0040553798899054,0.0075335586443543,0.0405387389473617,0.0074344729073345
1081,6965,38,13.075,4223,14724,5e-06,0.0043645487166941,0.0071569168940186,0.0386626478284597,0.0077474042773246
2514,5150,75,209.14,14617,13878,6e-06,0.0042128828354179,0.0089970389381051,0.0424920073710382,0.0077304248698055
6482,12778,26,5.973,19484,16854,6e-06,0.0049081281758844,0.0066437828354537,0.0377373718656599,0.0075011579319834
15046,15047,41,105.569,16691,6867,4e-06,0.0042593101970851,0.0065742619335651,0.0389777971431613,0.007489307783544
6074,13990,97,32.535,18295,13190,4e-06,0.0044393348507583,0.007049024105072,0.039673828985542,0.0073145078495144
2025,2046,61,368.922,17737,9422,5e-06,0.0042818691581487,0.0067532081156969,0.0353694432415068,0.0161529518663883
3074,4627,90,25.592,7053,3196,7e-06,0.0043432093225419,0.006992750801146,0.0420703687705099,0.0074778730049729
3077,3763,75,270.059,7725,16616,3e-06,0.0043122842907905,0.0062558902427554,0.0364573649130761,0.0078361108899116
20175,20177,51,22.602,6937,206,1e-06,0.0045460029505193,0.0065388912335038,0.0432829740457236,0.0074584749527275
20019,20020,86,540.902,15883,6627,4e-06,0.0044381199404597,0.0065008467063307,0.038371994625777,0.0078527373261749
6484,6488,59,29.098,11979,9659,7e-06,0.0042955391108989,0.0067000188864767,0.0384722761809825,0.0075402818620204
2389,2410,20,103.633,14890,20349,3e-06,0.0043757227249443,0.0069326371885836,0.0385671877302229,0.0075811077840626
242,3905,20,2.994,9420,17375,1.5e-05,0.0041677826084196,0.0072983498685061,0.0410629692487418,0.0081799160689115
1053,1405,65,275.487,2862,1307,8e-06,0.0040201339870691,0.0065296720713377,0.0416039796546101,0.0070727188140153
8237,16718,49,6.185,18798,17657,1e-06,0.0034322086721658,0.005959992762655,0.0375703549943864,0.0071308361366391
946,17722,39,214.381,13229,1618,4e-06,0.0035605281591415,0.0061516351997852,0.03622737666592,0.0070121148601174
8070,8077,26,7.652,11863,3902,7e-06,0.0036122743040323,0.0061836391687393,0.0384541288949549,0.0073220753110945
